"DateTime","Final price"
"2020-06-03 10:20:08",829.95
"2020-09-17 17:18:40",580.96
"2020-09-21 17:08:02",829.95
"2020-11-10 18:09:41",497.97
"2020-11-13 18:07:03",829.95
"2020-11-25 17:50:05",622.46
"2020-12-01 18:02:22",829.95
"2020-12-22 18:13:15",414.97
"2021-01-05 18:51:48",829.95
"2021-02-11 18:05:29",580.96
"2021-02-15 19:33:55",829.95
"2021-04-08 17:01:14",414.97
"2021-04-12 17:17:23",829.95
"2021-05-27 17:20:19",414.97
"2021-05-31 17:23:33",829.95
"2021-06-22 17:06:12",556.06
"2021-07-08 18:05:08",829.95
"2021-09-16 17:20:59",497.97
"2021-09-20 17:20:01",829.95
"2021-10-28 17:31:00",622.46
"2021-11-01 17:57:00",829.95
"2021-11-24 18:09:56",497.97
"2021-12-04 18:02:11",829.95
"2021-12-22 18:05:20",414.97
"2022-01-05 18:58:21",829.95
"2022-01-27 18:24:17",556.06
"2022-02-03 18:26:49",829.95
"2022-04-07 17:02:17",414.97
"2022-04-15 17:02:27",829.95
"2022-06-02 17:02:24",414.97
"2022-06-06 17:02:43",829.95
"2022-06-24 08:35:02",414.97
"2022-07-07 17:27:54",829.95
"2022-09-13 17:02:24",414.97
"2022-09-27 17:02:25",829.95
"2022-11-17 18:02:30",414.97
"2022-11-29 18:24:28",829.95
"2022-12-22 18:29:40",414.97
"2022-12-22 18:30:58",414.97
"2023-01-05 18:24:59",829.95
"2023-02-06 18:22:55",414.97
"2023-02-13 18:22:57",829.95
"2023-03-15 17:02:15",414.97
"2023-03-23 17:24:24",829.95
"2023-04-20 17:02:30",414.97
"2023-05-04 17:02:47",829.95
"2023-05-04 17:30:02",949
"2023-06-28 17:02:29",474.5
"2023-07-13 17:24:41",949
"2023-09-21 17:02:34",474.5
"2023-10-05 17:03:00",949
"2023-11-21 18:13:14",474.5
"2023-11-28 18:30:17",949
"2023-12-21 18:11:11",474.5
"2024-01-04 18:39:11",949
"2024-01-22 18:23:29",474.5
"2024-01-29 18:22:39",949
"2024-03-14 17:52:43",474.5
"2024-03-17 10:26:11",474.5
