"DateTime","Final price"
"2021-06-13 19:10:05",1219.95
"2021-12-22 18:11:09",1097.95
"2021-12-22 18:13:25",1097.95
"2022-01-05 18:28:24",1219.95
"2022-01-27 18:25:13",1097.95
"2022-02-03 18:26:55",1219.95
"2022-04-07 17:02:35",1097.95
"2022-04-15 17:02:46",1219.95
"2022-05-04 06:02:42",1219.95
"2022-06-23 17:30:28",914.96
"2022-06-23 17:32:08",914.96
"2022-07-07 17:25:45",1219.95
"2022-08-23 17:02:40",609.97
"2022-08-29 17:23:38",1219.95
"2022-11-22 18:12:39",817.36
"2022-11-29 18:25:18",1219.95
"2022-12-22 18:22:38",731.97
"2022-12-22 18:34:17",731.97
"2023-01-05 18:30:33",1219.95
"2023-02-16 18:02:54",731.97
"2023-02-23 18:04:12",1219.95
"2023-04-20 17:02:52",731.97
"2023-05-04 17:03:19",1219.95
"2023-05-17 01:00:06",0
"2023-05-17 17:35:03",1219.95
"2023-06-15 17:03:16",731.97
"2023-06-19 17:23:29",1219.95
"2023-06-29 17:31:10",609.97
"2023-07-13 17:25:40",1219.95
"2023-08-28 17:23:34",609.97
"2023-09-04 17:23:39",1219.95
"2023-11-13 18:23:18",609.97
"2023-11-16 18:02:20",1219.95
"2023-11-21 18:14:43",609.97
"2023-11-28 18:31:27",1219.95
"2023-12-21 18:12:23",609.97
"2024-01-04 18:33:08",1219.95
"2024-02-23 18:02:29",609.97
"2024-02-29 18:02:38",1219.95
"2024-03-14 17:45:58",817.36
"2024-03-17 10:21:25",817.36
